13	12402424	12409270	GPCR_Rhodpsn_7TM	38.085	+	12402424	12409270	83,88,95	5	172,99,153,168,162	0,1696,1904,5011,6684	PS50262	http://www.expasy.ch/prosite/PS50262
13	12409172	12409228	Peropsin	860.0	+	12409172	12409228	83,88,95	1	56	0	PR01244	http://www.bioinf.manchester.ac.uk/cgi-bin/dbbrowser/sprint/searchprintss.cgi?prints_accn=PR01244&display_opts=Prints&category=None&queryform=false&regexpr=off&prints_accn=PR01244
13	12409380	12409424	Peropsin	320.0	+	12409380	12409424	83,88,95	1	44	0	PR01244	http://www.bioinf.manchester.ac.uk/cgi-bin/dbbrowser/sprint/searchprintss.cgi?prints_accn=PR01244&display_opts=Prints&category=None&queryform=false&regexpr=off&prints_accn=PR01244
13	12409422	12409472	Peropsin	165.0	+	12409422	12409472	83,88,95	1	50	0	PR01244	http://www.bioinf.manchester.ac.uk/cgi-bin/dbbrowser/sprint/searchprintss.cgi?prints_accn=PR01244&display_opts=Prints&category=None&queryform=false&regexpr=off&prints_accn=PR01244
13	12397413	12402453	GPCR_Rhodpsn	169.0	+	12397413	12402453	83,88,95	2	26,47	0,4993	PR00237	http://www.bioinf.manchester.ac.uk/cgi-bin/dbbrowser/sprint/searchprintss.cgi?prints_accn=PR00237&display_opts=Prints&category=None&queryform=false&regexpr=off&prints_accn=PR00237
13	12402478	12402543	GPCR_Rhodpsn	204.0	+	12402478	12402543	83,88,95	1	65	0	PR00237	http://www.bioinf.manchester.ac.uk/cgi-bin/dbbrowser/sprint/searchprintss.cgi?prints_accn=PR00237&display_opts=Prints&category=None&queryform=false&regexpr=off&prints_accn=PR00237
13	12404136	12404204	GPCR_Rhodpsn	312.0	+	12404136	12404204	83,88,95	1	68	0	PR00237	http://www.bioinf.manchester.ac.uk/cgi-bin/dbbrowser/sprint/searchprintss.cgi?prints_accn=PR00237&display_opts=Prints&category=None&queryform=false&regexpr=off&prints_accn=PR00237
13	12404349	12404414	GPCR_Rhodpsn	139.0	+	12404349	12404414	83,88,95	1	65	0	PR00237	http://www.bioinf.manchester.ac.uk/cgi-bin/dbbrowser/sprint/searchprintss.cgi?prints_accn=PR00237&display_opts=Prints&category=None&queryform=false&regexpr=off&prints_accn=PR00237
13	12407452	12407523	GPCR_Rhodpsn	295.0	+	12407452	12407523	83,88,95	1	71	0	PR00237	http://www.bioinf.manchester.ac.uk/cgi-bin/dbbrowser/sprint/searchprintss.cgi?prints_accn=PR00237&display_opts=Prints&category=None&queryform=false&regexpr=off&prints_accn=PR00237
13	12407596	12409174	GPCR_Rhodpsn	376.0	+	12407596	12409174	83,88,95	2	7,66	0,1512	PR00237	http://www.bioinf.manchester.ac.uk/cgi-bin/dbbrowser/sprint/searchprintss.cgi?prints_accn=PR00237&display_opts=Prints&category=None&queryform=false&regexpr=off&prints_accn=PR00237
13	12409214	12409376	GPCR_Rhodpsn	354.0	+	12409214	12409376	83,88,95	2	72,7	0,155	PR00237	http://www.bioinf.manchester.ac.uk/cgi-bin/dbbrowser/sprint/searchprintss.cgi?prints_accn=PR00237&display_opts=Prints&category=None&queryform=false&regexpr=off&prints_accn=PR00237
