25	32640488	32651222	Laminin_IV	50.673	-	32640488	32651222	83,88,95	6	10684,-290,-185,-109,-120,10570	0,5652,3755,3472,383,164	PS51116	http://www.expasy.ch/prosite/PS51116
25	32633604	32633750	EG-like_dom	3.9	-	32633604	32633750	83,88,95	1	146	0	SM00181	http://smart.embl-heidelberg.de/smart/do_annotation.pl?DOMAIN=SM00181
25	32633616	32633747	EGF_laminin	49.2	-	32633616	32633747	83,88,95	1	131	0	SM00180	http://smart.embl-heidelberg.de/smart/do_annotation.pl?DOMAIN=SM00180
25	32633392	32633609	EGF_laminin	47.4	-	32633392	32633609	83,88,95	2	126,172	0,45	SM00180	http://smart.embl-heidelberg.de/smart/do_annotation.pl?DOMAIN=SM00180
25	32633389	32633585	EG-like_dom	7.4	-	32633389	32633585	83,88,95	2	129,148	0,48	SM00181	http://smart.embl-heidelberg.de/smart/do_annotation.pl?DOMAIN=SM00181
25	32631082	32633385	EGF_laminin	26.9	-	32631082	32633385	83,88,95	2	2198,2239	0,64	SM00180	http://smart.embl-heidelberg.de/smart/do_annotation.pl?DOMAIN=SM00180
25	32631079	32633340	EG-like_dom	8.1	-	32631079	32633340	83,88,95	2	2201,2194	0,67	SM00181	http://smart.embl-heidelberg.de/smart/do_annotation.pl?DOMAIN=SM00181
25	32630926	32631075	EGF_laminin	40.9	-	32630926	32631075	83,88,95	1	149	0	SM00180	http://smart.embl-heidelberg.de/smart/do_annotation.pl?DOMAIN=SM00180
25	32630923	32631036	EG-like_dom	14.6	-	32630923	32631036	83,88,95	1	113	0	SM00181	http://smart.embl-heidelberg.de/smart/do_annotation.pl?DOMAIN=SM00181
25	32627466	32627588	EG-like_dom	3.8	-	32627466	32627588	83,88,95	1	122	0	SM00181	http://smart.embl-heidelberg.de/smart/do_annotation.pl?DOMAIN=SM00181
25	32627421	32627585	EGF_laminin	45.9	-	32627421	32627585	83,88,95	1	164	0	SM00180	http://smart.embl-heidelberg.de/smart/do_annotation.pl?DOMAIN=SM00180
25	32625881	32627414	EGF_laminin	38.7	-	32625881	32627414	83,88,95	2	1489,1441	0,92	SM00180	http://smart.embl-heidelberg.de/smart/do_annotation.pl?DOMAIN=SM00180
25	32625661	32625795	EGF_laminin	58.0	-	32625661	32625795	83,88,95	1	134	0	SM00180	http://smart.embl-heidelberg.de/smart/do_annotation.pl?DOMAIN=SM00180
25	32658695	32662202	EGF_laminin	31.6	-	32658695	32662202	83,88,95	2	3430,3415	0,92	PF00053	http://pfam.sanger.ac.uk/family?acc=PF00053
25	32654068	32654238	EGF_laminin	28.0	-	32654068	32654238	83,88,95	1	170	0	PF00053	http://pfam.sanger.ac.uk/family?acc=PF00053
25	32653634	32653783	EGF_laminin	44.7	-	32653634	32653783	83,88,95	1	149	0	PF00053	http://pfam.sanger.ac.uk/family?acc=PF00053
25	32651504	32653207	EGF_laminin	35.5	-	32651504	32653207	83,88,95	2	1593,1674	0,29	PF00053	http://pfam.sanger.ac.uk/family?acc=PF00053
25	32651217	32651488	EGF_laminin	35.1	-	32651217	32651488	83,88,95	2	237,184	0,87	PF00053	http://pfam.sanger.ac.uk/family?acc=PF00053
25	32640246	32640383	EGF_laminin	33.3	-	32640246	32640383	83,88,95	1	137	0	PF00053	http://pfam.sanger.ac.uk/family?acc=PF00053
25	32633622	32633747	EGF_laminin	40.0	-	32633622	32633747	83,88,95	1	125	0	PF00053	http://pfam.sanger.ac.uk/family?acc=PF00053
25	32633389	32633609	EGF_laminin	33.0	-	32633389	32633609	83,88,95	2	129,172	0,48	PF00053	http://pfam.sanger.ac.uk/family?acc=PF00053
25	32631082	32633358	EGF_laminin	19.3	-	32631082	32633358	83,88,95	2	2198,2212	0,64	PF00053	http://pfam.sanger.ac.uk/family?acc=PF00053
25	32630926	32631075	EGF_laminin	31.4	-	32630926	32631075	83,88,95	1	149	0	PF00053	http://pfam.sanger.ac.uk/family?acc=PF00053
25	32627433	32627585	EGF_laminin	26.7	-	32627433	32627585	83,88,95	1	152	0	PF00053	http://pfam.sanger.ac.uk/family?acc=PF00053
25	32625890	32627414	EGF_laminin	35.2	-	32625890	32627414	83,88,95	2	1480,1441	0,83	PF00053	http://pfam.sanger.ac.uk/family?acc=PF00053
25	32625670	32625795	EGF_laminin	32.7	-	32625670	32625795	83,88,95	1	125	0	PF00053	http://pfam.sanger.ac.uk/family?acc=PF00053
25	32662206	32670682	Laminin_N	250.1	-	32662206	32670682	83,88,95	6	8366,-135,-73,-188,-63,8343	0,3908,3683,3505,3224,133	PF00055	http://pfam.sanger.ac.uk/family?acc=PF00055
25	32665628	32665994	Galactose-bd-like	0.0	-	32665628	32665994	83,88,95	3	351,-73,283	0,261,83	SSF49785	http://supfam.org/SUPERFAMILY/cgi-bin/scop.cgi?ipid=SSF49785
