#>P	ENSMUSG00000040249	ENSMUST00000049149	ENSMUSP00000044004	10	127538953	127620687	-1	low density lipoprotein receptor-related protein 1 [Source:MGI Symbol;Acc:MGI:96828]
#>E	ENSMUSE00000345864,ENSMUSE00001304317,ENSMUSE00000275374,ENSMUSE00000275378,ENSMUSE00000275385,ENSMUSE00000275392,ENSMUSE00000275399,ENSMUSE00000275410,ENSMUSE00000275417,ENSMUSE00000275424,ENSMUSE00000275431,ENSMUSE00000275438,ENSMUSE00000275445,ENSMUSE00000275451,ENSMUSE00000275455,ENSMUSE00000275459,ENSMUSE00000275464,ENSMUSE00000275473,ENSMUSE00001214471,ENSMUSE00001211777,ENSMUSE00001253733,ENSMUSE00000275499,ENSMUSE00000430804,ENSMUSE00000275508,ENSMUSE00000275519,ENSMUSE00000275529,ENSMUSE00000275538,ENSMUSE00000275552,ENSMUSE00000275562,ENSMUSE00000275571,ENSMUSE00000275585,ENSMUSE00000275591,ENSMUSE00000275596,ENSMUSE00000275603,ENSMUSE00000275610,ENSMUSE00000275615,ENSMUSE00000275619,ENSMUSE00000275623,ENSMUSE00000275625,ENSMUSE00000275633,ENSMUSE00000275639,ENSMUSE00000275644,ENSMUSE00000275651,ENSMUSE00000275660,ENSMUSE00000275668,ENSMUSE00000275677,ENSMUSE00000275689,ENSMUSE00000275696,ENSMUSE00000275705,ENSMUSE00000275711,ENSMUSE00000275718,ENSMUSE00000275728,ENSMUSE00000275736,ENSMUSE00000275740,ENSMUSE00000275749,ENSMUSE00000275757,ENSMUSE00000275764,ENSMUSE00000275773,ENSMUSE00000275784,ENSMUSE00000275795,ENSMUSE00000275803,ENSMUSE00000275814,ENSMUSE00000275821,ENSMUSE00000275830,ENSMUSE00000275835,ENSMUSE00000275842,ENSMUSE00000275849,ENSMUSE00000275852,ENSMUSE00000275860,ENSMUSE00000275874,ENSMUSE00000275885,ENSMUSE00000275897,ENSMUSE00000275910,ENSMUSE00000275922,ENSMUSE00000275932,ENSMUSE00001240802,ENSMUSE00001276427,ENSMUSE00001280676,ENSMUSE00001247864,ENSMUSE00001245165,ENSMUSE00001245765,ENSMUSE00001248478,ENSMUSE00001286859,ENSMUSE00001308374,ENSMUSE00001272434,ENSMUSE00001311193,ENSMUSE00001205007,ENSMUSE00001230561,ENSMUSE00001272069	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	127538950-127539090,127539233-127539377,127539472-127539562,127539667-127539731,127539858-127539959,127540153-127540327,127540619-127540780,127540950-127541123,127541234-127541374,127541639-127541815,127542185-127542301,127542567-127542673,127543087-127543265,127544419-127544687,127545535-127545654,127545731-127545865,127546000-127546140,127546394-127546516,127546837-127546956,127548315-127548447,127548538-127548644,127549317-127549433,127549908-127550033,127550185-127550307,127550607-127550726,127550945-127551061,127551669-127551762,127552161-127552309,127552711-127552899,127553367-127553572,127553692-127553879,127554264-127554383,127554581-127554666,127554948-127555131,127555654-127555844,127555991-127556131,127556210-127556332,127556608-127556736,127556884-127557000,127557194-127557316,127557412-127557561,127558074-127558187,127558536-127558655,127558831-127558959,127559097-127559222,127559968-127560160,127560455-127560659,127563604-127563793,127566457-127566834,127567148-127567272,127567362-127567513,127568353-127568479,127568589-127568718,127568899-127569033,127569284-127569415,127571406-127571540,127571889-127572029,127572417-127572566,127572749-127572843,127572928-127573102,127573280-127573507,127573972-127574103,127574267-127574511,127574954-127575118,127575284-127575488,127576440-127576637,127576810-127577055,127577988-127578188,127578532-127578714,127581722-127581889,127583381-127583461,127583822-127583938,127584313-127584438,127584613-127584753,127588069-127588194,127588409-127588610,127589555-127589777,127590557-127590737,127591902-127592138,127593353-127593496,127593780-127593969,127594949-127595171,127595285-127595447,127605409-127605672,127605786-127605914,127607946-127608065,127610343-127610480,127612657-127612779,127620618-127620687
10	127555069	127555662	-1	cEGF	47.5	127555069-127555131,127555654-127555662	PF12662	http://pfam.sanger.ac.uk/family?acc=PF12662
10	127556019	127556123	-1	LDrepeatLR_classA_rpt	961.4	127556019-127556123	PF00057	http://pfam.sanger.ac.uk/family?acc=PF00057
10	127577989	127578105	-1	LDrepeatLR_classA_rpt	961.4	127577989-127578105	PF00057	http://pfam.sanger.ac.uk/family?acc=PF00057
10	127550186	127550299	-1	LDrepeatLR_classA_rpt	961.4	127550186-127550299	PF00057	http://pfam.sanger.ac.uk/family?acc=PF00057
10	127550946	127551053	-1	LDrepeatLR_classA_rpt	961.4	127550946-127551053	PF00057	http://pfam.sanger.ac.uk/family?acc=PF00057
10	127610347	127610460	-1	LDrepeatLR_classA_rpt	961.4	127610347-127610460	PF00057	http://pfam.sanger.ac.uk/family?acc=PF00057
10	127557416	127557502	-1	LDrepeatLR_classA_rpt	961.4	127557416-127557502	PF00057	http://pfam.sanger.ac.uk/family?acc=PF00057
10	127584626	127584727	-1	LDrepeatLR_classA_rpt	961.4	127584626-127584727	PF00057	http://pfam.sanger.ac.uk/family?acc=PF00057
10	127581732	127581845	-1	LDrepeatLR_classA_rpt	961.4	127581732-127581845	PF00057	http://pfam.sanger.ac.uk/family?acc=PF00057
10	127546838	127546954	-1	LDrepeatLR_classA_rpt	961.4	127546838-127546954	PF00057	http://pfam.sanger.ac.uk/family?acc=PF00057
10	127578587	127578694	-1	LDrepeatLR_classA_rpt	961.4	127578587-127578694	PF00057	http://pfam.sanger.ac.uk/family?acc=PF00057
10	127581852	127583450	-1	LDrepeatLR_classA_rpt	961.4	127581852-127581889,127583381-127583450	PF00057	http://pfam.sanger.ac.uk/family?acc=PF00057
10	127548325	127548432	-1	LDrepeatLR_classA_rpt	961.4	127548325-127548432	PF00057	http://pfam.sanger.ac.uk/family?acc=PF00057
10	127558540	127558647	-1	LDrepeatLR_classA_rpt	961.4	127558540-127558647	PF00057	http://pfam.sanger.ac.uk/family?acc=PF00057
10	127558075	127558182	-1	LDrepeatLR_classA_rpt	961.4	127558075-127558182	PF00057	http://pfam.sanger.ac.uk/family?acc=PF00057
10	127556211	127556324	-1	LDrepeatLR_classA_rpt	961.4	127556211-127556324	PF00057	http://pfam.sanger.ac.uk/family?acc=PF00057
10	127558844	127558948	-1	LDrepeatLR_classA_rpt	961.4	127558844-127558948	PF00057	http://pfam.sanger.ac.uk/family?acc=PF00057
10	127546007	127546117	-1	LDrepeatLR_classA_rpt	961.4	127546007-127546117	PF00057	http://pfam.sanger.ac.uk/family?acc=PF00057
10	127556885	127556992	-1	LDrepeatLR_classA_rpt	961.4	127556885-127556992	PF00057	http://pfam.sanger.ac.uk/family?acc=PF00057
