#>P	ENSMUSG00000027204	ENSMUST00000103234	ENSMUSP00000099524	2	125301589	125505603	-1	fibrillin 1 [Source:MGI Symbol;Acc:MGI:95489]
#>E	ENSMUSE00000661663,ENSMUSE00000166940,ENSMUSE00000166942,ENSMUSE00000661666,ENSMUSE00000166968,ENSMUSE00000166912,ENSMUSE00000166969,ENSMUSE00000166966,ENSMUSE00000166931,ENSMUSE00000325662,ENSMUSE00000166959,ENSMUSE00000166918,ENSMUSE00000166949,ENSMUSE00000166904,ENSMUSE00000166913,ENSMUSE00000376156,ENSMUSE00000343818,ENSMUSE00000166934,ENSMUSE00000166903,ENSMUSE00000166917,ENSMUSE00000166971,ENSMUSE00000166953,ENSMUSE00000166921,ENSMUSE00000166924,ENSMUSE00000325741,ENSMUSE00000166976,ENSMUSE00000166955,ENSMUSE00000166964,ENSMUSE00000166915,ENSMUSE00000166970,ENSMUSE00000166907,ENSMUSE00000166974,ENSMUSE00000166935,ENSMUSE00000166946,ENSMUSE00000166972,ENSMUSE00000166961,ENSMUSE00000166939,ENSMUSE00000166937,ENSMUSE00000166947,ENSMUSE00000325797,ENSMUSE00000166922,ENSMUSE00000166925,ENSMUSE00000400603,ENSMUSE00000560088,ENSMUSE00000166919,ENSMUSE00000166923,ENSMUSE00000166920,ENSMUSE00000166905,ENSMUSE00000166906,ENSMUSE00000166929,ENSMUSE00000166977,ENSMUSE00000166908,ENSMUSE00000166932,ENSMUSE00000325872,ENSMUSE00000166952,ENSMUSE00000166936,ENSMUSE00001297624,ENSMUSE00001227016,ENSMUSE00001271081,ENSMUSE00001302164,ENSMUSE00001223389,ENSMUSE00001242132,ENSMUSE00001222415,ENSMUSE00001218573,ENSMUSE00000661664	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	125301586-125301975,125303086-125303260,125306270-125306501,125308470-125308589,125309381-125309509,125309757-125309873,125312500-125312622,125312839-125312964,125314594-125314800,125315359-125315484,125316967-125317098,125317412-125317534,125318997-125319116,125320863-125320979,125321196-125321261,125321616-125321765,125324826-125324951,125328093-125328212,125328991-125329119,125330533-125330649,125332258-125332383,125335365-125335487,125338433-125338558,125341256-125341327,125342003-125342161,125342800-125342922,125343805-125343930,125344025-125344093,125345855-125346019,125346330-125346452,125348107-125348229,125350246-125350371,125351682-125351804,125351953-125352075,125358806-125358931,125360108-125360233,125361184-125361306,125362462-125362587,125362675-125362800,125363612-125363740,125363862-125363987,125365484-125365711,125367583-125367708,125369334-125369384,125369794-125369931,125370146-125370265,125370776-125370901,125372391-125372516,125373911-125373964,125377787-125377939,125379007-125379129,125381985-125382107,125383611-125383736,125387266-125387385,125389171-125389311,125389880-125390065,125394612-125394770,125397778-125397903,125403104-125403229,125412606-125412803,125466603-125466698,125468543-125468638,125477497-125477595,125479190-125479272,125505440-125505603
2	125379119	125382045	-1	cEGF	706.8	125379119-125379129,125381985-125382045	PF12662	http://pfam.sanger.ac.uk/family?acc=PF12662
2	125328995	125329120	-1	EGF-like_Ca-bd_dom	1073.7	125328995-125329120	PF07645	http://pfam.sanger.ac.uk/family?acc=PF07645
2	125312843	125312965	-1	EGF-like_Ca-bd_dom	1073.7	125312843-125312965	PF07645	http://pfam.sanger.ac.uk/family?acc=PF07645
2	125330558	125330650	-1	EGF-like_Ca-bd_dom	1073.7	125330558-125330650	PF07645	http://pfam.sanger.ac.uk/family?acc=PF07645
2	125363866	125363988	-1	EGF-like_Ca-bd_dom	1073.7	125363866-125363988	PF07645	http://pfam.sanger.ac.uk/family?acc=PF07645
2	125338449	125338559	-1	EGF-like_Ca-bd_dom	1073.7	125338449-125338559	PF07645	http://pfam.sanger.ac.uk/family?acc=PF07645
2	125362472	125362588	-1	EGF-like_Ca-bd_dom	1073.7	125362472-125362588	PF07645	http://pfam.sanger.ac.uk/family?acc=PF07645
2	125389184	125389288	-1	EGF-like_Ca-bd_dom	1073.7	125389184-125389288	PF07645	http://pfam.sanger.ac.uk/family?acc=PF07645
2	125370780	125370902	-1	EGF-like_Ca-bd_dom	1073.7	125370780-125370902	PF07645	http://pfam.sanger.ac.uk/family?acc=PF07645
2	125324830	125324952	-1	EGF-like_Ca-bd_dom	1073.7	125324830-125324952	PF07645	http://pfam.sanger.ac.uk/family?acc=PF07645
2	125387270	125387386	-1	EGF-like_Ca-bd_dom	1073.7	125387270-125387386	PF07645	http://pfam.sanger.ac.uk/family?acc=PF07645
2	125348111	125348230	-1	EGF-like_Ca-bd_dom	1073.7	125348111-125348230	PF07645	http://pfam.sanger.ac.uk/family?acc=PF07645
2	125397782	125397904	-1	EGF-like_Ca-bd_dom	1073.7	125397782-125397904	PF07645	http://pfam.sanger.ac.uk/family?acc=PF07645
2	125362679	125362801	-1	EGF-like_Ca-bd_dom	1073.7	125362679-125362801	PF07645	http://pfam.sanger.ac.uk/family?acc=PF07645
2	125351686	125351805	-1	EGF-like_Ca-bd_dom	1073.7	125351686-125351805	PF07645	http://pfam.sanger.ac.uk/family?acc=PF07645
2	125367608	125367709	-1	EGF-like_Ca-bd_dom	1073.7	125367608-125367709	PF07645	http://pfam.sanger.ac.uk/family?acc=PF07645
2	125332262	125332384	-1	EGF-like_Ca-bd_dom	1073.7	125332262-125332384	PF07645	http://pfam.sanger.ac.uk/family?acc=PF07645
2	125344083	125345957	-1	TB_dom	337.3	125344083-125344093,125345855-125345957	PF00683	http://pfam.sanger.ac.uk/family?acc=PF00683
2	125321248	125321724	-1	TB_dom	337.3	125321248-125321261,125321616-125321724	PF00683	http://pfam.sanger.ac.uk/family?acc=PF00683
2	125390049	125394729	-1	TB_dom	337.3	125390049-125390065,125394612-125394729	PF00683	http://pfam.sanger.ac.uk/family?acc=PF00683
2	125369798	125369890	-1	TB_dom	337.3	125369798-125369890	PF00683	http://pfam.sanger.ac.uk/family?acc=PF00683
2	125412658	125412762	-1	TB_dom	337.3	125412658-125412762	PF00683	http://pfam.sanger.ac.uk/family?acc=PF00683
2	125373948	125377895	-1	TB_dom	337.3	125373948-125373964,125377787-125377895	PF00683	http://pfam.sanger.ac.uk/family?acc=PF00683
2	125314631	125314735	-1	TB_dom	337.3	125314631-125314735	PF00683	http://pfam.sanger.ac.uk/family?acc=PF00683
2	125341311	125342111	-1	TB_dom	337.3	125341311-125341327,125342003-125342111	PF00683	http://pfam.sanger.ac.uk/family?acc=PF00683
2	125365545	125365670	-1	TB_dom	337.3	125365545-125365670	PF00683	http://pfam.sanger.ac.uk/family?acc=PF00683
